ITHTS,HQTS(1),HQTS(2),HQTS(3),HQTS(4),HQTS(5),HQTS(6),HQTS(7),HQTS(8),HQTS(9),HQTS(10),HQTS(11),HQTS(12)
07/31/2006_24:00,465.19,227.04,132.78,9999.0,9999.0,9999.0,123.35132482826299,206.95000000000002,235.97876447876448,9999,9999,9999
08/31/2006_24:00,457.57,224.72,133.58,9999.0,9999.0,9999.0,123.22178606476938,207.882,237.43333333333334,9999,9999,9999
09/30/2006_24:00,449.96,219.32,133.25,9999.0,9999.0,9999.0,123.10991167811578,207.98700000000002,235.07451737451737,9999,9999,9999
10/31/2006_24:00,447.36,220.72,130.13,9999.0,9999.0,9999.0,122.83448275862068,204.94228571428573,226.43939393939394,9999,9999,9999
11/30/2006_24:00,444.56,220.48,130.22,9999.0,9999.0,9999.0,123.21197252208046,207.063,226.43939393939394,9999,9999,9999
12/31/2006_24:00,444.71,222.08,131.35,9999.0,9999.0,9999.0,123.69283611383709,205.02285714285716,226.94848484848484,9999,9999,9999
01/31/2007_24:00,444.24,221.56,131.11,9999.0,9999.0,9999.0,122.27586206896551,202.75483870967741,231.86606896551726,9999,9999,9999
02/28/2007_24:00,447.32,219.8,132.83,9999.0,9999.0,9999.0,123.50834151128555,205.1154285714286,231.76013793103448,9999,9999,9999
03/31/2007_24:00,456.21,219.48,132.56,9999.0,9999.0,9999.0,123.27674190382727,203.61806451612904,236.29150579150578,9999,9999,9999
04/30/2007_24:00,456.78,216.84,132.5,9999.0,9999.0,9999.0,123.72031403336604,202.82258064516128,236.1872586872587,9999,9999,9999
05/31/2007_24:00,453.89,213.32,132.58,9999.0,9999.0,9999.0,122.86666666666666,203.3548387096774,235.45752895752895,9999,9999,9999
06/30/2007_24:00,451.1,210.88,129.24,9999.0,9999.0,9999.0,123.5809617271835,203.11225806451614,235.45752895752895,9999,9999,9999
07/31/2007_24:00,448.4,207.04,129.83,9999.0,9999.0,9999.0,123.1844946025515,202.58064516129033,236.29150579150578,9999,9999,9999
08/31/2007_24:00,445.36,205.04,130.48,9999.0,9999.0,9999.0,122.93793103448276,204.17485714285715,236.1872586872587,9999,9999,9999
09/30/2007_24:00,440.35,203.95,131.7,9999.0,9999.0,9999.0,123.72031403336604,202.58064516129033,232.78805620608898,9999,9999,9999
10/31/2007_24:00,434.65,204.01,130.53,9999.0,9999.0,9999.0,122.68045977011494,202.58064516129033,229.0627586206897,9999,9999,9999
11/30/2007_24:00,432.85,203.56,130.33,9999.0,9999.0,9999.0,121.9655172413793,205.71200000000002,228.5,9999,9999,9999
12/31/2007_24:00,432.71,201.2,131.6,9999.0,9999.0,9999.0,122.50344827586206,203.56645161290322,229.0627586206897,9999,9999,9999
01/31/2008_24:00,443.07,201.51,129.16,9999.0,9999.0,9999.0,121.50114942528737,203.63870967741934,229.7358620689655,9999,9999,9999
02/29/2008_24:00,449.98,202.67,132.09,9999.0,9999.0,9999.0,123.10991167811578,203.91741935483873,231.65475862068968,9999,9999,9999
03/31/2008_24:00,456.65,203.45,133.26,9999.0,9999.0,9999.0,122.52413793103449,203.0090322580645,235.17027027027027,9999,9999,9999
04/30/2008_24:00,462.4,201.37,133.04,9999.0,9999.0,9999.0,123.16683022571146,203.53548387096777,233.07611241217796,9999,9999,9999
05/31/2008_24:00,459.88,196.47,131.98,9999.0,9999.0,9999.0,123.75564278704611,204.51485714285718,234.97876447876448,9999,9999,9999
06/30/2008_24:00,457.55,193.68,129.64,9999.0,9999.0,9999.0,123.79293424926396,204.05828571428574,233.564168618267,9999,9999,9999
07/31/2008_24:00,453.81,190.92,132.85,9999.0,9999.0,9999.0,124.30520117762512,202.8709677419355,233.17213114754094,9999,9999,9999
08/31/2008_24:00,447.66,190.88,133.0,9999.0,9999.0,9999.0,123.40628066732089,205.20000000000005,233.17213114754094,9999,9999,9999
09/30/2008_24:00,437.97,189.78,132.47,9999.0,9999.0,9999.0,123.56329735034346,205.23885714285717,229.0627586206897,9999,9999,9999
10/31/2008_24:00,434.6,189.6,129.25,9999.0,9999.0,9999.0,122.08045977011494,202.31935483870967,224.153228962818,9999,9999,9999
11/30/2008_24:00,434.5,188.06,131.03,9999.0,9999.0,9999.0,123.47890088321883,204.0194285714286,224.03816046966733,9999,9999,9999
12/31/2008_24:00,433.8,187.73,130.68,9999.0,9999.0,9999.0,122.72183908045977,202.38709677419354,227.56181818181818,9999,9999,9999
01/31/2009_24:00,434.58,188.8,130.73,9999.0,9999.0,9999.0,122.42068965517242,202.59032258064516,229.25034482758622,9999,9999,9999
02/28/2009_24:00,437.05,192.27,132.63,9999.0,9999.0,9999.0,123.5809617271835,202.4064516129032,231.76013793103448,9999,9999,9999
03/31/2009_24:00,453.48,201.82,132.92,9999.0,9999.0,9999.0,122.72183908045977,203.5974193548387,232.39406896551725,9999,9999,9999
04/30/2009_24:00,458.23,207.02,130.82,9999.0,9999.0,9999.0,123.42394504416094,203.54580645161292,233.07611241217796,9999,9999,9999
05/31/2009_24:00,460.9,221.43,132.47,9999.0,9999.0,9999.0,124.41315014720314,205.29028571428574,232.39406896551725,9999,9999,9999
06/30/2009_24:00,463.18,223.26,131.33,9999.0,9999.0,9999.0,124.19725220804709,204.89371428571428,233.980093676815,9999,9999,9999
07/31/2009_24:00,459.02,223.16,132.83,9999.0,9999.0,9999.0,124.28557409224729,204.40800000000002,235.17027027027027,9999,9999,9999
08/31/2009_24:00,452.68,223.16,133.48,9999.0,9999.0,9999.0,124.29538763493622,204.88400000000001,235.66602316602314,9999,9999,9999
09/30/2009_24:00,445.98,222.07,134.11,9999.0,9999.0,9999.0,123.48871442590774,205.2594285714286,233.66814988290398,9999,9999,9999
10/31/2009_24:00,440.92,216.96,131.76,9999.0,9999.0,9999.0,123.38665358194307,204.85485714285716,226.14484848484847,9999,9999,9999
11/30/2009_24:00,439.24,215.69,128.44,9999.0,9999.0,9999.0,123.90480863591756,206.09000000000003,226.14484848484847,9999,9999,9999
12/31/2009_24:00,438.74,215.22,133.48,9999.0,9999.0,9999.0,124.07948969578017,204.34000000000003,226.34121212121212,9999,9999,9999
01/31/2010_24:00,443.72,216.5,132.11,9999.0,9999.0,9999.0,123.22178606476938,203.82451612903225,229.7358620689655,9999,9999,9999
02/28/2010_24:00,445.39,219.26,131.64,9999.0,9999.0,9999.0,122.37011494252872,202.92903225806452,233.26814988290397,9999,9999,9999
03/31/2010_24:00,453.45,222.59,133.1,9999.0,9999.0,9999.0,122.12183908045978,206.57,235.56177606177607,9999,9999,9999
04/30/2010_24:00,465.97,226.2,133.84,9999.0,9999.0,9999.0,122.52413793103449,208.60782608695652,236.1872586872587,9999,9999,9999
05/31/2010_24:00,470.38,226.51,132.48,9999.0,9999.0,9999.0,123.70068694798823,207.2835,235.66602316602314,9999,9999,9999
06/30/2010_24:00,470.25,232.17,132.26,9999.0,9999.0,9999.0,123.48871442590774,208.58260869565217,235.17027027027027,9999,9999,9999
07/31/2010_24:00,466.34,227.9,132.4,9999.0,9999.0,9999.0,123.92247301275759,204.48571428571432,235.17027027027027,9999,9999,9999
08/31/2010_24:00,458.37,224.63,132.75,9999.0,9999.0,9999.0,124.23650637880274,205.74285714285713,235.07451737451737,9999,9999,9999
09/30/2010_24:00,450.64,221.36,133.52,9999.0,9999.0,9999.0,123.5809617271835,205.59885714285718,234.396018735363,9999,9999,9999
10/31/2010_24:00,445.3,215.61,132.49,9999.0,9999.0,9999.0,122.7632183908046,203.72258064516132,225.55575757575758,9999,9999,9999
11/30/2010_24:00,440.76,213.32,131.53,9999.0,9999.0,9999.0,123.10206084396467,206.28,231.86606896551726,9999,9999,9999
12/31/2010_24:00,437.49,209.77,134.68,9999.0,9999.0,9999.0,123.1844946025515,203.55612903225807,233.564168618267,9999,9999,9999
01/31/2011_24:00,443.22,209.75,133.1,9999.0,9999.0,9999.0,122.56551724137931,203.63870967741934,232.980093676815,9999,9999,9999
02/28/2011_24:00,445.68,216.7,134.27,9999.0,9999.0,9999.0,122.02758620689656,206.06,233.564168618267,9999,9999,9999
03/31/2011_24:00,453.79,222.57,132.25,9999.0,9999.0,9999.0,122.81379310344829,205.82514285714285,235.17065637065636,9999,9999,9999
04/30/2011_24:00,461.39,217.3,132.75,9999.0,9999.0,9999.0,122.27586206896551,205.66057142857144,235.54324324324324,9999,9999,9999
05/31/2011_24:00,470.16,219.53,133.3,9999.0,9999.0,9999.0,122.50344827586206,207.8295,234.5015444015444,9999,9999,9999
06/30/2011_24:00,470.81,234.47,133.06,9999.0,9999.0,9999.0,122.43218390804597,207.84,235.03011583011582,9999,9999,9999
07/31/2011_24:00,466.4,232.44,133.64,9999.0,9999.0,9999.0,123.65554465161921,205.17714285714288,234.9833976833977,9999,9999,9999
08/31/2011_24:00,458.45,224.74,133.66,9999.0,9999.0,9999.0,124.34445534838076,206.75,235.51003861003863,9999,9999,9999
09/30/2011_24:00,451.19,219.86,133.34,9999.0,9999.0,9999.0,124.00098135426887,207.02100000000002,234.32201405152227,9999,9999,9999
10/31/2011_24:00,447.7,214.4,132.33,9999.0,9999.0,9999.0,123.50834151128555,204.9034285714286,226.44484848484848,9999,9999,9999
11/30/2011_24:00,445.24,210.58,132.5,9999.0,9999.0,9999.0,124.22669283611381,205.8457142857143,226.83333333333337,9999,9999,9999
12/31/2011_24:00,444.07,211.35,132.02,9999.0,9999.0,9999.0,123.82041216879293,206.75,226.0539393939394,9999,9999,9999
01/31/2012_24:00,441.34,210.48,133.62,9999.0,9999.0,9999.0,123.14720314033364,204.79657142857144,229.72537931034483,9999,9999,9999
02/29/2012_24:00,442.81,208.84,128.51,9999.0,9999.0,9999.0,123.21197252208046,204.68,233.4241217798595,9999,9999,9999
03/31/2012_24:00,447.29,206.68,132.39,9999.0,9999.0,9999.0,123.10206084396467,207.24150000000003,234.25644028103045,9999,9999,9999
04/30/2012_24:00,464.55,210.69,133.41,9999.0,9999.0,9999.0,123.30421982335622,204.9714285714286,234.04004683840748,9999,9999,9999
05/31/2012_24:00,467.53,217.52,132.29,9999.0,9999.0,9999.0,123.76545632973503,206.64000000000001,234.0105386416862,9999,9999,9999
06/30/2012_24:00,461.08,217.68,130.52,9999.0,9999.0,9999.0,124.40333660451421,206.14000000000001,233.59555035128807,9999,9999,9999
07/31/2012_24:00,454.21,215.28,132.97,9999.0,9999.0,9999.0,124.58979391560352,206.26,234.3440281030445,9999,9999,9999
08/31/2012_24:00,445.81,213.78,133.36,9999.0,9999.0,9999.0,124.13837095191363,205.89714285714285,234.0911007025761,9999,9999,9999
09/30/2012_24:00,438.98,212.39,134.64,9999.0,9999.0,9999.0,122.48275862068965,202.4258064516129,234.8177606177606,9999,9999,9999
10/31/2012_24:00,434.84,211.89,133.66,9999.0,9999.0,9999.0,123.2394504416094,206.51999999999998,227.30242424242425,9999,9999,9999
11/30/2012_24:00,434.1,211.26,130.59,9999.0,9999.0,9999.0,124.34445534838076,206.26,226.68060606060607,9999,9999,9999
12/31/2012_24:00,445.58,217.42,130.62,9999.0,9999.0,9999.0,122.65977011494253,204.8062857142857,226.43939393939394,9999,9999,9999
01/31/2013_24:00,444.06,220.79,131.29,9999.0,9999.0,9999.0,121.73333333333332,203.53548387096777,228.72124137931036,9999,9999,9999
02/28/2013_24:00,445.94,224.03,129.7,9999.0,9999.0,9999.0,123.0647693817468,203.40129032258065,233.52763466042154,9999,9999,9999
03/31/2013_24:00,447.71,225.12,131.29,9999.0,9999.0,9999.0,123.33169774288517,205.6914285714286,233.88594847775175,9999,9999,9999
04/30/2013_24:00,448.26,223.4,131.0,9999.0,9999.0,9999.0,123.71050049067712,204.96285714285716,233.98711943793913,9999,9999,9999
05/31/2013_24:00,447.18,219.88,130.96,9999.0,9999.0,9999.0,123.4612365063788,205.15657142857145,233.23723653395786,9999,9999,9999
06/30/2013_24:00,447.39,217.22,131.53,9999.0,9999.0,9999.0,123.73797841020608,205.47542857142858,233.9608899297424,9999,9999,9999
07/31/2013_24:00,446.74,214.93,133.09,9999.0,9999.0,9999.0,124.62904808635918,205.0,233.80491803278687,9999,9999,9999
08/31/2013_24:00,445.4,212.82,134.14,9999.0,9999.0,9999.0,123.23159960745828,206.13000000000002,234.16932084309133,9999,9999,9999
09/30/2013_24:00,441.03,211.58,133.28,9999.0,9999.0,9999.0,123.0549558390579,202.9,229.77282758620692,9999,9999,9999
10/31/2013_24:00,434.26,210.76,132.75,9999.0,9999.0,9999.0,123.8773307163886,204.52457142857145,227.6660606060606,9999,9999,9999
11/30/2013_24:00,429.67,209.55,133.47,9999.0,9999.0,9999.0,122.02758620689656,206.15,227.11878787878788,9999,9999,9999
12/31/2013_24:00,428.29,206.76,132.88,9999.0,9999.0,9999.0,122.77816091954023,204.31085714285717,226.15939393939396,9999,9999,9999
01/31/2014_24:00,426.85,203.95,132.67,9999.0,9999.0,9999.0,123.45142296368988,204.05828571428574,225.64848484848483,9999,9999,9999
02/28/2014_24:00,427.66,201.79,135.45,9999.0,9999.0,9999.0,123.47890088321883,206.09000000000003,225.17636363636365,9999,9999,9999
03/31/2014_24:00,442.17,199.57,134.98,9999.0,9999.0,9999.0,121.86896551724138,203.02967741935484,227.09818181818179,9999,9999,9999
04/30/2014_24:00,453.55,196.04,134.7,9999.0,9999.0,9999.0,123.24926398429832,206.23000000000002,230.73062068965515,9999,9999,9999
05/31/2014_24:00,460.89,191.09,134.41,9999.0,9999.0,9999.0,122.97011494252872,205.58857142857144,227.9587878787879,9999,9999,9999
06/30/2014_24:00,458.07,188.92,134.6,9999.0,9999.0,9999.0,124.13837095191363,204.92285714285714,228.0648484848485,9999,9999,9999
07/31/2014_24:00,453.23,188.1,134.34,9999.0,9999.0,9999.0,123.52600588812561,205.6914285714286,227.95030303030302,9999,9999,9999
08/31/2014_24:00,448.43,186.78,135.33,9999.0,9999.0,9999.0,123.76545632973503,204.68971428571427,228.20242424242423,9999,9999,9999
09/30/2014_24:00,443.85,186.95,135.34,9999.0,9999.0,9999.0,123.54465161923453,202.82258064516128,224.8909090909091,9999,9999,9999
10/31/2014_24:00,440.43,186.65,134.31,9999.0,9999.0,9999.0,123.32384690873404,203.57677419354837,220.0830660679923,9999,9999,9999
11/30/2014_24:00,438.41,183.91,135.25,9999.0,9999.0,9999.0,123.72031403336604,206.96,220.0535599743425,9999,9999,9999
12/31/2014_24:00,445.25,185.36,135.17,9999.0,9999.0,9999.0,122.47356321839081,204.92857142857144,220.02148813341884,9999,9999,9999
01/31/2015_24:00,444.08,187.69,134.48,9999.0,9999.0,9999.0,122.39080459770115,203.72129032258064,220.04457985888388,9999,9999,9999
02/28/2015_24:00,449.9,185.67,134.0,9999.0,9999.0,9999.0,121.39540229885057,203.57677419354837,220.0535599743425,9999,9999,9999
03/31/2015_24:00,452.3,183.96,134.2,9999.0,9999.0,9999.0,123.65554465161921,203.24645161290323,220.06254008980113,9999,9999,9999
04/30/2015_24:00,453.94,180.33,134.77,9999.0,9999.0,9999.0,123.2394504416094,205.20800000000003,229.54386206896555,9999,9999,9999
05/31/2015_24:00,455.35,178.22,134.63,9999.0,9999.0,9999.0,122.42068965517242,204.72857142857146,228.01515151515153,9999,9999,9999
06/30/2015_24:00,455.89,176.21,134.42,9999.0,9999.0,9999.0,124.08930323846909,204.3691428571429,227.92545454545453,9999,9999,9999
07/31/2015_24:00,455.41,173.51,135.06,9999.0,9999.0,9999.0,122.49425287356321,204.17314285714286,227.91757575757575,9999,9999,9999
08/31/2015_24:00,449.95,171.68,133.54,9999.0,9999.0,9999.0,123.4612365063788,204.11314285714286,227.99878787878788,9999,9999,9999
09/30/2015_24:00,444.48,172.93,135.14,9999.0,9999.0,9999.0,122.39999999999999,203.6903225806452,224.66848484848484,9999,9999,9999
10/31/2015_24:00,439.58,181.51,134.6,9999.0,9999.0,9999.0,121.83908045977012,202.92903225806452,221.89334637964777,9999,9999,9999
11/30/2015_24:00,437.11,180.98,134.87,9999.0,9999.0,9999.0,122.33793103448276,205.5474285714286,221.18180039138943,9999,9999,9999
12/31/2015_24:00,438.9,177.94,134.76,9999.0,9999.0,9999.0,121.8206896551724,204.0,221.17945205479452,9999,9999,9999
01/31/2016_24:00,444.45,175.45,133.65,9999.0,9999.0,9999.0,122.18275862068965,203.88645161290322,222.57045009784736,9999,9999,9999
02/29/2016_24:00,447.08,176.79,131.74,9999.0,9999.0,9999.0,122.5448275862069,203.02967741935484,221.8385518590998,9999,9999,9999
03/31/2016_24:00,454.51,190.15,133.48,9999.0,9999.0,9999.0,122.37931034482759,203.63870967741934,226.17999999999998,9999,9999,9999
04/30/2016_24:00,460.21,203.78,134.23,9999.0,9999.0,9999.0,123.52600588812561,203.45096774193547,230.51544827586207,9999,9999,9999
05/31/2016_24:00,460.84,213.37,134.85,9999.0,9999.0,9999.0,122.88735632183908,204.26228571428572,227.97090909090906,9999,9999,9999
06/30/2016_24:00,458.87,221.18,134.06,9999.0,9999.0,9999.0,123.40628066732089,203.48387096774192,227.8890909090909,9999,9999,9999
07/31/2016_24:00,454.26,221.74,135.1,9999.0,9999.0,9999.0,123.68302257114817,204.58285714285716,227.83333333333334,9999,9999,9999
08/31/2016_24:00,448.03,219.09,134.7,9999.0,9999.0,9999.0,123.66339548577037,204.09314285714288,233.32201405152222,9999,9999,9999
09/30/2016_24:00,442.45,217.87,135.34,9999.0,9999.0,9999.0,123.73797841020608,204.8062857142857,233.90749414519905,9999,9999,9999
10/31/2016_24:00,439.85,216.12,133.08,9999.0,9999.0,9999.0,124.69774288518153,204.6217142857143,223.88395303326814,9999,9999,9999
11/30/2016_24:00,441.02,215.7,130.67,9999.0,9999.0,9999.0,123.37880274779194,205.16057142857142,223.05499021526418,9999,9999,9999
12/31/2016_24:00,442.5,216.62,132.88,9999.0,9999.0,9999.0,123.25907752698724,203.3716129032258,222.73796477495108,9999,9999,9999
01/31/2017_24:00,444.02,218.93,133.06,9999.0,9999.0,9999.0,123.63493621197253,207.159,229.2288275862069,9999,9999,9999
02/28/2017_24:00,449.51,225.17,132.95,9999.0,9999.0,9999.0,124.0107948969578,205.42400000000004,232.41724137931035,9999,9999,9999
03/31/2017_24:00,450.66,224.77,132.63,9999.0,9999.0,9999.0,121.83908045977012,205.00171428571429,231.12124137931033,9999,9999,9999
04/30/2017_24:00,462.91,216.98,134.3,9999.0,9999.0,9999.0,122.3287356321839,203.52451612903226,231.29448275862072,9999,9999,9999
05/31/2017_24:00,468.25,217.14,132.24,9999.0,9999.0,9999.0,122.06896551724137,204.58285714285716,235.26602316602316,9999,9999,9999
06/30/2017_24:00,466.73,225.78,132.82,9999.0,9999.0,9999.0,122.7632183908046,205.45485714285718,234.52741312741313,9999,9999,9999
07/31/2017_24:00,461.97,231.04,133.52,9999.0,9999.0,9999.0,123.71050049067712,204.4954285714286,235.69266409266407,9999,9999,9999
08/31/2017_24:00,454.1,228.41,134.09,9999.0,9999.0,9999.0,122.64827586206897,204.3497142857143,235.32239382239382,9999,9999,9999
09/30/2017_24:00,447.71,225.78,134.91,9999.0,9999.0,9999.0,124.02060843964671,203.31870967741935,231.53337931034483,9999,9999,9999
10/31/2017_24:00,442.32,220.43,131.37,9999.0,9999.0,9999.0,122.58620689655172,202.69677419354838,234.73783783783784,9999,9999,9999
11/30/2017_24:00,439.85,217.5,132.64,9999.0,9999.0,9999.0,123.6457311089303,205.32114285714286,234.04707259953162,9999,9999,9999
12/31/2017_24:00,441.34,218.57,132.98,9999.0,9999.0,9999.0,123.44357212953875,202.51290322580644,232.75901639344264,9999,9999,9999
01/31/2018_24:00,442.46,220.19,134.25,9999.0,9999.0,9999.0,123.8675171736997,204.10685714285717,231.98468965517242,9999,9999,9999
02/28/2018_24:00,443.54,220.26,133.08,9999.0,9999.0,9999.0,123.1844946025515,204.93257142857146,234.60926640926638,9999,9999,9999
03/31/2018_24:00,444.83,220.14,133.6,9999.0,9999.0,9999.0,124.02060843964671,204.76742857142858,235.74362934362932,9999,9999,9999
04/30/2018_24:00,455.67,227.28,133.06,9999.0,9999.0,9999.0,123.60843964671245,204.204,235.73088803088802,9999,9999,9999
05/31/2018_24:00,456.21,231.19,133.32,9999.0,9999.0,9999.0,122.62758620689654,205.40342857142858,235.64169884169883,9999,9999,9999
06/30/2018_24:00,452.45,231.5,132.54,9999.0,9999.0,9999.0,123.4710500490677,205.44457142857144,234.54478764478765,9999,9999,9999
07/31/2018_24:00,450.18,229.36,133.64,9999.0,9999.0,9999.0,123.1746810598626,207.2205,234.63243243243244,9999,9999,9999
08/31/2018_24:00,445.05,226.83,133.99,9999.0,9999.0,9999.0,122.2551724137931,206.39000000000001,235.28764478764478,9999,9999,9999
09/30/2018_24:00,440.93,227.4,133.9,9999.0,9999.0,9999.0,122.74252873563218,207.77700000000002,236.0745173745174,9999,9999,9999
10/31/2018_24:00,434.46,222.09,132.65,9999.0,9999.0,9999.0,122.9287356321839,203.90709677419352,235.97258687258687,9999,9999,9999
11/30/2018_24:00,433.35,218.67,133.9,9999.0,9999.0,9999.0,122.99999999999999,205.7634285714286,235.15868725868722,9999,9999,9999
12/31/2018_24:00,434.09,218.88,133.3,9999.0,9999.0,9999.0,122.82528735632184,203.65935483870967,233.84379391100705,9999,9999,9999
01/31/2019_24:00,441.98,220.71,134.06,9999.0,9999.0,9999.0,122.3287356321839,203.40129032258065,232.80585480093677,9999,9999,9999
02/28/2019_24:00,449.31,221.89,132.97,9999.0,9999.0,9999.0,123.49852796859666,205.79428571428573,232.9088992974239,9999,9999,9999
03/31/2019_24:00,448.07,220.46,132.59,9999.0,9999.0,9999.0,121.38620689655171,205.93828571428574,234.38992974238877,9999,9999,9999
04/30/2019_24:00,460.95,221.74,133.02,9999.0,9999.0,9999.0,122.82528735632184,205.96914285714288,234.26299765807966,9999,9999,9999
05/31/2019_24:00,470.56,223.28,133.18,9999.0,9999.0,9999.0,122.1103448275862,204.41771428571428,233.9327868852459,9999,9999,9999
06/30/2019_24:00,471.2,230.14,133.59,9999.0,9999.0,9999.0,122.62758620689654,204.23314285714287,235.1872586872587,9999,9999,9999
07/31/2019_24:00,465.68,232.09,134.0,9999.0,9999.0,9999.0,124.11874386653581,205.2594285714286,236.35444015444017,9999,9999,9999
08/31/2019_24:00,457.6,228.99,134.55,9999.0,9999.0,9999.0,122.81379310344829,205.34171428571432,235.03011583011582,9999,9999,9999
09/30/2019_24:00,449.95,226.42,133.1,9999.0,9999.0,9999.0,122.29655172413793,206.15,235.95984555984552,9999,9999,9999
10/31/2019_24:00,442.55,221.17,133.68,9999.0,9999.0,9999.0,123.10206084396467,205.23885714285717,236.53033333333335,9999,9999,9999
11/30/2019_24:00,438.83,218.71,133.94,9999.0,9999.0,9999.0,123.09224730127575,206.10000000000002,235.2057915057915,9999,9999,9999
12/31/2019_24:00,440.52,218.2,132.0,9999.0,9999.0,9999.0,123.38665358194307,204.71885714285713,234.56254826254826,9999,9999,9999
01/31/2020_24:00,440.92,218.01,132.06,9999.0,9999.0,9999.0,123.1746810598626,203.95870967741934,234.81969111969113,9999,9999,9999
02/29/2020_24:00,442.82,217.59,132.79,9999.0,9999.0,9999.0,123.4710500490677,205.71200000000002,233.41709601873538,9999,9999,9999
03/31/2020_24:00,443.13,215.11,133.78,9999.0,9999.0,9999.0,122.88735632183908,204.94228571428573,230.23406896551722,9999,9999,9999
04/30/2020_24:00,447.84,216.17,133.06,9999.0,9999.0,9999.0,123.21197252208046,204.4954285714286,229.50468965517243,9999,9999,9999
05/31/2020_24:00,450.94,217.33,133.77,9999.0,9999.0,9999.0,123.1746810598626,204.70914285714287,229.85006896551727,9999,9999,9999
06/30/2020_24:00,452.13,216.72,133.32,9999.0,9999.0,9999.0,123.44357212953875,205.03314285714288,229.5703448275862,9999,9999,9999
07/31/2020_24:00,451.4,215.66,133.9,9999.0,9999.0,9999.0,123.67320902845927,204.92285714285714,229.54937931034485,9999,9999,9999
08/31/2020_24:00,446.16,214.22,134.24,9999.0,9999.0,9999.0,123.57114818449459,205.856,231.34855172413793,9999,9999,9999
09/30/2020_24:00,439.24,213.37,133.48,9999.0,9999.0,9999.0,123.4612365063788,207.819,233.40679156908664,9999,9999,9999
10/31/2020_24:00,432.26,213.04,132.98,9999.0,9999.0,9999.0,123.8675171736997,204.6994285714286,221.5348336594912,9999,9999,9999
11/30/2020_24:00,431.16,212.38,132.99,9999.0,9999.0,9999.0,123.6457311089303,206.88,221.4315068493151,9999,9999,9999
12/31/2020_24:00,430.73,212.24,131.68,9999.0,9999.0,9999.0,123.36898920510303,204.43714285714287,223.56301369863013,9999,9999,9999
01/31/2021_24:00,432.46,211.53,130.77,9999.0,9999.0,9999.0,123.74779195289497,204.72857142857146,223.34540117416827,9999,9999,9999
02/28/2021_24:00,436.78,210.88,132.24,9999.0,9999.0,9999.0,124.36408243375858,206.76,222.4843444227006,9999,9999,9999
03/31/2021_24:00,440.06,209.71,132.54,9999.0,9999.0,9999.0,123.82041216879293,204.53428571428572,229.48427586206896,9999,9999,9999
04/30/2021_24:00,443.21,207.48,133.57,9999.0,9999.0,9999.0,122.37931034482759,205.74285714285713,229.62772413793104,9999,9999,9999
05/31/2021_24:00,448.42,203.53,133.39,9999.0,9999.0,9999.0,124.23650637880274,204.78685714285717,229.27241379310345,9999,9999,9999
06/30/2021_24:00,445.48,199.92,132.34,9999.0,9999.0,9999.0,123.80274779195288,205.29028571428574,228.84703448275863,9999,9999,9999
07/31/2021_24:00,441.09,197.91,134.18,9999.0,9999.0,9999.0,123.55348380765454,204.92285714285714,229.73475862068966,9999,9999,9999
08/31/2021_24:00,435.25,196.46,135.64,9999.0,9999.0,9999.0,123.0549558390579,205.096,229.87655172413793,9999,9999,9999
09/30/2021_24:00,430.91,196.09,135.76,9999.0,9999.0,9999.0,123.33169774288517,207.6825,229.83406896551725,9999,9999,9999
10/31/2021_24:00,432.4603225806452,196.4432258064516,135.3223076923077,9999,9999,9999,123.22178606476938,206.74,226.34121212121212,9999,9999,9999
11/30/2021_24:00,441.32166666666666,195.42482758620687,135.472,9999,9999,9999,121.87816091954022,204.204,225.2660606060606,9999,9999,9999
12/31/2021_24:00,444.6764516129032,194.35793103448276,134.71807692307692,9999,9999,9999,122.4528735632184,204.60228571428576,226.76909090909092,9999,9999,9999
01/31/2022_24:00,444.94387096774193,202.02193548387098,133.68806451612903,9999,9999,9999,122.7103448275862,205.6708571428572,228.03151515151515,9999,9999,9999
02/28/2022_24:00,445.5846428571429,206.9557142857143,133.81357142857144,9999,9999,9999,121.80229885057472,204.37885714285716,227.9787878787879,9999,9999,9999
03/31/2022_24:00,446.45580645161294,208.68354838709675,133.14032258064518,9999,9999,9999,123.48871442590774,204.81600000000003,227.29636363636365,9999,9999,9999
04/30/2022_24:00,450.89566666666667,206.19266666666667,134.52833333333334,9999,9999,9999,123.0549558390579,204.93257142857146,226.6878787878788,9999,9999,9999
05/31/2022_24:00,456.26161290322585,204.24645161290323,134.14129032258066,9999,9999,9999,123.31403336604512,204.86457142857142,227.24848484848485,9999,9999,9999
06/30/2022_24:00,457.975,204.572,133.55433333333335,9999,9999,9999,121.80229885057472,206.61,226.05696969696967,9999,9999,9999
07/31/2022_24:00,456.2009677419355,204.25225806451613,134.1974193548387,9999,9999,9999,123.0098135426889,204.12628571428573,226.93515151515152,9999,9999,9999
08/31/2022_24:00,450.74133333333333,202.82290322580647,133.92935483870968,9999,9999,9999,123.01766437684003,204.93257142857146,228.5430344827586,9999,9999,9999
09/30/2022_24:00,445.53566666666666,202.32000000000002,134.47233333333332,9999,9999,9999,122.60689655172413,208.41652173913042,225.7769696969697,9999,9999,9999
10/31/2022_24:00,441.51032258064515,201.90451612903226,134.06612903225806,9999,9999,9999,122.24597701149426,207.2625,220.25881975625398,9999,9999,9999
