Year,Month,VALUE,Datetime_EOM,C2VSim_Date,Sensor
2004,6,123.53733333333334,2004-06-30,06/30/2004_24:00,6
2004,7,123.92483870967742,2004-07-31,07/31/2004_24:00,6
2004,8,123.71032258064515,2004-08-31,08/31/2004_24:00,6
2004,9,123.73633333333333,2004-09-30,09/30/2004_24:00,6
2004,10,123.60677419354839,2004-10-31,10/31/2004_24:00,6
2004,11,123.64233333333333,2004-11-30,11/30/2004_24:00,6
2004,12,123.4574193548387,2004-12-31,12/31/2004_24:00,6
2005,1,122.81896551724138,2005-01-31,01/31/2005_24:00,6
2005,2,122.98785714285714,2005-02-28,02/28/2005_24:00,6
2005,3,123.11966666666667,2005-03-31,03/31/2005_24:00,6
2005,4,123.15433333333334,2005-04-30,04/30/2005_24:00,6
2005,5,123.13966666666667,2005-05-31,05/31/2005_24:00,6
2005,6,123.352,2005-06-30,06/30/2005_24:00,6
2005,7,123.5658064516129,2005-07-31,07/31/2005_24:00,6
2005,8,124.23481481481483,2005-08-31,08/31/2005_24:00,6
2005,9,124.07142857142857,2005-09-30,09/30/2005_24:00,6
2005,10,123.65806451612903,2005-10-31,10/31/2005_24:00,6
2005,11,124.02892857142857,2005-11-30,11/30/2005_24:00,6
2005,12,123.33225806451614,2005-12-31,12/31/2005_24:00,6
2006,1,122.64612903225807,2006-01-31,01/31/2006_24:00,6
2006,2,122.7862962962963,2006-02-28,02/28/2006_24:00,6
2006,3,122.74733333333333,2006-03-31,03/31/2006_24:00,6
2006,4,122.584,2006-04-30,04/30/2006_24:00,6
2006,5,122.85870967741936,2006-05-31,05/31/2006_24:00,6
2006,6,122.80689655172414,2006-06-30,06/30/2006_24:00,6
2006,7,123.45548387096774,2006-07-31,07/31/2006_24:00,6
2006,8,123.47774193548386,2006-08-31,08/31/2006_24:00,6
2006,9,123.30199999999999,2006-09-30,09/30/2006_24:00,6
2006,10,123.26483870967742,2006-10-31,10/31/2006_24:00,6
2006,11,123.73827586206896,2006-11-30,11/30/2006_24:00,6
2006,12,123.57451612903226,2006-12-31,12/31/2006_24:00,6
2007,1,123.09709677419356,2007-01-31,01/31/2007_24:00,6
2007,2,122.895,2007-02-28,02/28/2007_24:00,6
2007,3,122.5525806451613,2007-03-31,03/31/2007_24:00,6
2007,4,123.047,2007-04-30,04/30/2007_24:00,6
2007,5,122.88322580645162,2007-05-31,05/31/2007_24:00,6
2007,6,122.79566666666666,2007-06-30,06/30/2007_24:00,6
2007,7,123.42967741935485,2007-07-31,07/31/2007_24:00,6
2007,8,123.67548387096774,2007-08-31,08/31/2007_24:00,6
