STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS,Datetime
MDO,M,15,STORAGE,19680201 0000,19680229 0000,23430.0,,AF,1968-02-01
MDO,M,15,STORAGE,19680301 0000,19680331 0000,24360.0,,AF,1968-03-01
MDO,M,15,STORAGE,19680401 0000,19680430 0000,17800.0,,AF,1968-04-01
MDO,M,15,STORAGE,19680501 0000,19680531 0000,21300.0,,AF,1968-05-01
MDO,M,15,STORAGE,19680601 0000,19680630 0000,13730.0,,AF,1968-06-01
MDO,M,15,STORAGE,19680701 0000,19680731 0000,13730.0,,AF,1968-07-01
MDO,M,15,STORAGE,19680801 0000,19680831 0000,9150.0,,AF,1968-08-01
MDO,M,15,STORAGE,19681101 0000,19681130 0000,23700.0,,AF,1968-11-01
MDO,M,15,STORAGE,19681201 0000,19681231 0000,21100.0,,AF,1968-12-01
MDO,M,15,STORAGE,19690101 0000,19690131 0000,21100.0,,AF,1969-01-01
MDO,M,15,STORAGE,19690201 0000,19690301 0000,19820.0,,AF,1969-02-01
MDO,M,15,STORAGE,19690301 0000,19690331 0000,15740.0,,AF,1969-03-01
MDO,M,15,STORAGE,19690401 0000,19690430 0000,17600.0,,AF,1969-04-01
MDO,M,15,STORAGE,19690501 0000,19690531 0000,24400.0,,AF,1969-05-01
MDO,M,15,STORAGE,19690601 0000,19690630 0000,25000.0,,AF,1969-06-01
MDO,M,15,STORAGE,19690701 0000,19690731 0000,23600.0,,AF,1969-07-01
MDO,M,15,STORAGE,19690801 0000,19690831 0000,17690.0,,AF,1969-08-01
MDO,M,15,STORAGE,19690901 0000,19690930 0000,20580.0,,AF,1969-09-01
MDO,M,15,STORAGE,19691001 0000,19691031 0000,14270.0,,AF,1969-10-01
MDO,M,15,STORAGE,19691101 0000,19691130 0000,12700.0,,AF,1969-11-01
MDO,M,15,STORAGE,19691201 0000,19691231 0000,11450.0,,AF,1969-12-01
MDO,M,15,STORAGE,19700101 0000,19700131 0000,9300.0,,AF,1970-01-01
MDO,M,15,STORAGE,19700201 0000,19700301 0000,7360.0,,AF,1970-02-01
MDO,M,15,STORAGE,19700301 0000,19700331 0000,24100.0,,AF,1970-03-01
MDO,M,15,STORAGE,19700401 0000,19700430 0000,25400.0,,AF,1970-04-01
MDO,M,15,STORAGE,19700501 0000,19700531 0000,23800.0,,AF,1970-05-01
MDO,M,15,STORAGE,19700701 0000,19700731 0000,15400.0,,AF,1970-07-01
MDO,M,15,STORAGE,19700801 0000,19700831 0000,14700.0,,AF,1970-08-01
MDO,M,15,STORAGE,19700901 0000,19700930 0000,20600.0,,AF,1970-09-01
MDO,M,15,STORAGE,19701001 0000,19701031 0000,18300.0,,AF,1970-10-01
MDO,M,15,STORAGE,19701101 0000,19701130 0000,16900.0,,AF,1970-11-01
MDO,M,15,STORAGE,19701201 0000,19701231 0000,15100.0,,AF,1970-12-01
MDO,M,15,STORAGE,19710101 0000,19710131 0000,13400.0,,AF,1971-01-01
MDO,M,15,STORAGE,19710201 0000,19710301 0000,11900.0,,AF,1971-02-01
MDO,M,15,STORAGE,19710301 0000,19710331 0000,22100.0,,AF,1971-03-01
MDO,M,15,STORAGE,19710401 0000,19710430 0000,17600.0,,AF,1971-04-01
MDO,M,15,STORAGE,19710501 0000,19710531 0000,14400.0,,AF,1971-05-01
MDO,M,15,STORAGE,19710601 0000,19710630 0000,12900.0,,AF,1971-06-01
MDO,M,15,STORAGE,19710701 0000,19710731 0000,16100.0,,AF,1971-07-01
MDO,M,15,STORAGE,19710801 0000,19710831 0000,11500.0,,AF,1971-08-01
MDO,M,15,STORAGE,19710901 0000,19710930 0000,8200.0,,AF,1971-09-01
MDO,M,15,STORAGE,19711001 0000,19711031 0000,9420.0,,AF,1971-10-01
MDO,M,15,STORAGE,19711101 0000,19711130 0000,19600.0,,AF,1971-11-01
MDO,M,15,STORAGE,19711201 0000,19711231 0000,23300.0,,AF,1971-12-01
MDO,M,15,STORAGE,19720101 0000,19720131 0000,20600.0,,AF,1972-01-01
MDO,M,15,STORAGE,19720201 0000,19720229 0000,18300.0,,AF,1972-02-01
MDO,M,15,STORAGE,19720301 0000,19720331 0000,16200.0,,AF,1972-03-01
MDO,M,15,STORAGE,19720401 0000,19720430 0000,17600.0,,AF,1972-04-01
MDO,M,15,STORAGE,19720501 0000,19720531 0000,11700.0,,AF,1972-05-01
MDO,M,15,STORAGE,19720601 0000,19720630 0000,11400.0,,AF,1972-06-01
MDO,M,15,STORAGE,19720701 0000,19720731 0000,11800.0,,AF,1972-07-01
MDO,M,15,STORAGE,19720801 0000,19720831 0000,9000.0,,AF,1972-08-01
MDO,M,15,STORAGE,19721001 0000,19721031 0000,17200.0,,AF,1972-10-01
MDO,M,15,STORAGE,19721101 0000,19721130 0000,20500.0,,AF,1972-11-01
MDO,M,15,STORAGE,19721201 0000,19721231 0000,19100.0,,AF,1972-12-01
MDO,M,15,STORAGE,19730101 0000,19730131 0000,16200.0,,AF,1973-01-01
MDO,M,15,STORAGE,19730201 0000,19730301 0000,15800.0,,AF,1973-02-01
MDO,M,15,STORAGE,19730301 0000,19730331 0000,17400.0,,AF,1973-03-01
MDO,M,15,STORAGE,19730401 0000,19730430 0000,13500.0,,AF,1973-04-01
MDO,M,15,STORAGE,19730501 0000,19730531 0000,18450.0,,AF,1973-05-01
MDO,M,15,STORAGE,19730601 0000,19730630 0000,21000.0,,AF,1973-06-01
MDO,M,15,STORAGE,19730701 0000,19730731 0000,18100.0,,AF,1973-07-01
MDO,M,15,STORAGE,19730801 0000,19730831 0000,20000.0,,AF,1973-08-01
MDO,M,15,STORAGE,19730901 0000,19730930 0000,11000.0,,AF,1973-09-01
MDO,M,15,STORAGE,19731001 0000,19731031 0000,12200.0,,AF,1973-10-01
